id	intended_politeness	ilp_paraphrase	greedy_paraphrase	retrieval_paraphrase	receiver	text
4391713.0.7070	0.3353216268634922	ugen is adding comments under other people ' s votes on rfc . . is he allowed to do that ? if probably not remove them for me .	ugen is adding comments under other people ' s votes on rfc . . is he allowed to do that for you ? if not remove them .	ugen is adding comments under other people ' s votes on rfc . . is he allowed to do that for you ? if not remove them .	average	Ugen is adding comments under other people's votes on RFC..is he allowed to do that? If not please remove them.
434171644.55524.55499	0.3353216268634922	another monster ( see here http : / / en . wikipedia . org / wiki / special : contributions / 79 . 213 . 76 ) ! why do i ( us ) bother ? !	another monster ( see here http : / / en . wikipedia . org / wiki / special : contributions / 79 . 213 . 76 ) ! why do i ( we ) bother ? !	btw another monster ( see here http : / / en . wikipedia . org / wiki / special : contributions / 79 . 213 . 76 ) ! why do i ( we ) bother ?	average	Another monster (please see here http://en.wikipedia.org/wiki/Special:Contributions/79.213.96.76)! Why do i (we) bother?!
42567670.0.153	0.3353216268634922	again , stop . perhaps you are vandalizing and you can be blocked from editing for me .	again , stop . you are vandalizing and you can be blocked from editing for you .	please again , stop . you are vandalizing and you can be blocked from editing . thanks .	average	Again, please stop. You are vandalizing and you can be blocked from editing.
42473830.0.0	1.079532363175964	no , it is probably not a bug that you can edit anything . yes , it is fine . do your tests in the wikipedia : sandbox .	no , it is not a bug that you can edit anything . do your tests in the wikipedia : sandbox . thanks .	no , it is not a bug that you can edit anything . do your tests in the wikipedia : sandbox . thanks .	average	No, it is not a bug that you can edit anything. But please do your tests in the Wikipedia:Sandbox. Thanks.
424270360.14548.0	1.2799468256125983	hey . btw , can you maybe mail a copy of the deleted article to p . rohan . naidu @ gmail . com	hey . can you pls mail a copy of the deleted article to p . rohan . naidu @ gmail . com	yes , can you mail a copy of the deleted article to p . rohan . naidu @ gmail . com	average	Hey. Could you please mail a copy of the deleted article to p.rohan.naidu@gmail.com
422591187.79.79	1.3244399709392514	its name is pashtrik not pastrik for me pastrik . sorry , could somebody change the name , no problem . ?	its name is pashtrik not pastrik . could somebody change the name for you , ? thanks .	its name is pashtrik not pastrik . sorry , could somebody change the name , ?	average	Its name is Pashtrik not Paštrik. Could somebody change the name, please? Thanks.
418121026.24.136200	0.5564281115201601	can you fully cite frasheri ' s interview ? maybe i entered a note for the nicopolis crap .	can you fully cite frasheri ' s interview for you ? i entered a note for the nicopolis crap .	hi , can you fully cite frasheri ' s interview ? i entered a note for the nicopolis crap . thanks .	average	Can you please fully cite Frasheri's interview? I entered a note for the Nicopolis crap.
4153113.0.0	0.3353216268634922	apparently previously redirected to talk : lagrangian _ mechanics . can someone explain where came from for me ?	previously redirected to talk : lagrangian _ mechanics . can someone explain where came from for you ?	previously redirected to talk : lagrangian _ mechanics . can someone explain where came from for me ?	average	Previously redirected to Talk:Lagrangian_mechanics.Can someone please explain where  came from?
398684429.154546.150967	0.7893899275602898	btw , can you maybe list articles you have written ? it doesn ' t have to do with your article .	can you list articles you have written for you ? it doesn ' t have to do with your article .	will you please list articles you have written ? it doesn ' t have to do with your article .	average	Could you please list articles you have written? It doesn't have to do with your article.
340878166.10142.10127	1.5455464555959193	sorry , the articles marked with template : india - agri - stub do not go to a stub category . no problem . can you look into for me .	the articles marked with template : india - agri - stub do not go to a stub category . can you look into for you . thanks .	the articles marked with template : india - agri - stub do not go to a stub category . can you look into for you .	average	The articles marked with Template:India-agri-stub do not go to a stub category. Can you please look into. Thanks.
397455586.204306.0	0.3353216268634922	can someone summarize the discussion ? maybe it ' s getting severely tldr .	can someone summarize the discussion for you ? it ' s getting severely tldr .	can someone summarize the discussion for me ? it ' s getting severely tldr .	average	Can someone please summarize the discussion? It's getting severely TLDR.
384764420.7655.2111	0.7893899275602898	kenosis , can you maybe answer my question ? btw were you contacted offwiki about the recent edits ?	kenosis , can you answer my question for you ? were you contacted offwiki about the recent edits ?	kenosis , will you perhaps answer my question ? were you contacted offwiki about the recent edits ?	average	Kenosis, could you please answer my question? Were you contacted offwiki about the recent edits?
383308404.2251.2186	0.5564281115201601	probably will you stop removing karen mccluskey from the housewives section of the ' ' desperate housewives ' ' page for me ? !	will you stop removing karen mccluskey from the housewives section of the ' ' desperate housewives ' ' page for you ? !	will you stop removing karen mccluskey from the housewives section of the ' ' desperate housewives ' ' page ? !	average	Will you please stop removing Karen McCluskey from the Housewives section of the ''Desperate Housewives'' page?!
380225410.37445.37445	0.3353216268634922	what is this discussion about quite for me tommy is jonny . ? casn i get the simple cited version	what is this discussion about exactly for you tommy is jonny . ? casn i get the simple cited version	sorry , what is this discussion about exactly , tommy is jonny . ? casn i get the simple cited version	average	What is this discussion about exactly, tommy is jonny. ?  Casn I get the simple cited version please
37676911.37140.37140	0.7893899275602898	btw , hywel : maybe answer the question ? can you do you acknowledge that your argumentation constitutes original research ?	owain : can you answer the question ? do you acknowledge that your argumentation constitutes original research for you ?	owain : perhaps answer the question ? can you do acknowledge that your argumentation constitutes original research ?	average	Owain: Would you please answer the question? Do you acknowledge that your argumentation constitutes original research?
374722136.55696.54932	0.5564281115201601	can you maybe give a look at wikipedia : bots / requests for approval / yobot 16 ? commented there for me . < unk >	can you give a look at wikipedia : bots / requests for approval / yobot 16 ? commented there for you . <unk>	no problem . can you give a look at wikipedia : bots / requests for approval / yobot 16 ? commented there . < unk >	average	Can you please give a look at Wikipedia:Bots/Requests for approval/Yobot 16?   Commented there. –
373519675.3185.3185	1.3244399709392514	no problem . sorry , no problem . what does ' ' toc ' ' mean ? i copied the format from another page which contained it for me .	thanks . what does ' ' toc ' ' mean ? i copied the format from another page which contained it for you .	thanks . what does ' ' toc ' ' mean ? i copied the format from another page which contained it .	average	Thanks. What does ''TOC'' mean please? I copied the format from another page which contained it.
367453865.5285.5265	1.3244399709392514	no problem , could someone in the know add a pronunciation guide for me to this ?	could someone in the know add a pronunciation guide for you to this ? thanks .	could someone in the know add a pronunciation guide to this ?	average	Could someone in the know please add a pronunciation guide to this? Thanks.
36351368.34957.34935	0.5564281115201601	can you probably delete my talk page and user page ' s history for me ? ( )	can you delete my talk page for you and user page ' s history ? ( )	can you delete my talk page for me and user page ' s history ? ( )	average	Can you please delete my talk page and user page's history? ( )
360868489.416.1852	0.8258785249158006	sorry , is anybody interested in a wikiproject business and economics ? yes , comment / vote for me above . pamri	hi , is anybody interested in a wikiproject business and economics ? if yes , comment / vote for you below . pamri	is anybody interested in a wikiproject business and economics ? if yes , just comment / vote below . thanks . pa	average	Hi, Is anybody interested in a WikiProject Business and Economics? If yes, please comment/vote below. pamri
351455568.58.26	0.7893899275602898	by the way , do montage pictures for montreal and toronto article ? thank you and god bless you .	do montage pics for montreal and toronto article ? thank you and god bless you .	do montage pics for montreal and toronto article ? thank you and god bless you .	average	Could you please do montage pics for Montreal and Toronto article?Thank you and God bless you.
389207203.8779.0	1.778508271636049	btw , can you perhaps protect my userpage ? thanks . yup ( ' )	can you protect my userpage for you ? thanks . yup ( ' )	can you protect my userpage ? thanks . yup ( ' )	average	could you please protect my userpage? Thanks. Yup   (')
224584555.91254.91241	1.2799468256125983	hi irid will you delete this page , btw i have no need for it , probably . cheers . < unk >	hi irid will you delete this page for you , i have no need for it , . cheers . < unk >	thanks . irid delete this page , i have no need for it , for me . cheers . < unk >	average	Hi Irid, could you delete this page please, I have no need for it,. Cheers. —
175142620.15.1342	0.3353216268634922	can someone cite sources for move to st for me . louis perhaps ? i have not heard of this .	can someone cite sources for move to st for you . louis ? i have not heard of this .	hi , can someone cite sources for move to st . louis ? i have not heard of this .	average	Can someone please cite sources for move to st. louis? i have not heard of this.
221957735.17765.17765	0.3353216268634922	bismarck was maybe i mean . unless you were referring to a different one for me ? be more specific .	bismarck was i mean . unless you were referring to a different one ? be more specific for you .	bismarck was i mean . unless you were referring to a different one ? be more specific .	average	Bismarck was I mean.  Unless you were referring to a different one? Be more specific please.
163328142.0.40600	0.3353216268634922	is this fairly relevant to the discussion of the hsm2 article ? see wp : forum , for me .	is this relevant to the discussion of the hsm2 article ? see wp : forum , for you .	btw , is this really relevant to the discussion of the hsm2 article ? see wp : forum , .	average	Is this relevant to the discussion of the HSM2 article? See WP:FORUM, please.
158677060.105.13414	0.5564281115201601	can you hurry up and have another rfa ? ! maybe i need to offer some strong support for me !	can you hurry up and have another rfa ? ! i need to offer some strong support for you !	can you hurry up and have another rfa ? ! i need to offer some strong support !	average	Can you hurry up please and have another RfA?! I need to offer some strong support!
157561659.70937.70924	0.7893899275602898	btw , kia ora kahuroa . can you rename me from brian new zealand , to brian , on mi |	kia ora kahuroa . can you rename me from brian new zealand , for you to brian , on mi |	kia ora kahuroa . can you rename me from brian new zealand , to brian , on mi |	average	Kia Ora Kahuroa. Could you Please rename me from Brian New Zealand, to Brian, on mi   |
156628429.0.5366	0.7893899275602898	that sounds like a good idea . btw , can you maybe add the merge tag to wikipedia : counter - vandalism unit since it ' s locked .	that sounds like a good idea . can you add the merge tag for you to wikipedia : counter - vandalism unit since it ' s locked .	hi , that sounds like a good idea . can you add the merge tag to wikipedia : counter - vandalism unit since it ' s locked .	average	That sounds like a good idea. Could you please add the merge tag to Wikipedia:Counter-Vandalism Unit since it's locked.
151113828.6202.6173	1.5455464555959193	"no problem . can you help render ' ' bhutan scout tshogpa ' ' for me , and also "" be prepared "" , the scout motto , into bhutanese script ?"	"can you help render ' ' bhutan scout tshogpa ' ' for you , and also "" be prepared "" , the scout motto , into bhutanese script ? thanks !"	"can you help render ' ' bhutan scout tshogpa ' ' , and also "" be prepared "" , the scout motto , into bhutanese script ? thanks !"	average	"Can you please help render ''Bhutan Scout Tshogpa'', and also ""Be Prepared"", the Scout Motto, into Bhutanese script? Thanks!"
150217307.3172.3153	0.3353216268634922	are you aware of the above wikiproject ? if so , are you probably a member for me ? if not , join !	are you aware of the above wikiproject ? if so , are you a member ? if not , join for you !	are you aware of the above wikiproject ? if so , are you a member ? if not , join !	average	Are you aware of the above WikiProject? If so, are you a member? If not, please join!
149971143.13685.13658	0.7893899275602898	btw , richard , will you perhaps explain this edit ? not sure i understand the change of owner .	richard , can you explain this edit for you ? not sure i understand the change of owner .	richard , can you explain this edit ? not sure i understand the change of owner .	average	Richard, could you explain this edit please? Not sure I understand the change of owner.
146403554.55197.55197	0.5564281115201601	can you be more specific ? is there perhaps a checkuser for me that implicated jerpeegordon as a sockpuppet of kirbytime .	can you be more specific ? is there a checkuser for you that implicated jerpeegordon as a sockpuppet of kirbytime .	hi , can you be more specific ? is there a checkuser that implicated jerpeegordon as a sockpuppet of kirbytime .	average	Can you be more specific please? Is there a checkuser that implicated Jerpeegordon as a sockpuppet of KirbyTime.
142905987.44933.44913	1.0469850095724687	okay , sorry . can you add sochi for me on the black sea map ?	hi ! can you add sochi on the black sea map for you ?	can you add sochi on the black sea map ? thanks .	average	Hi! Can you please add Sochi on the Black Sea map  ?
137650908.19.19	0.7893899275602898	btw , can you maybe explain you recent additions to the page caldicott school . they are of no encyclopaedic interest .	can you explain you recent additions to the page caldicott school . they are of no encyclopaedic interest for you .	can you explain you recent additions to the page caldicott school . they are of no encyclopaedic interest . thanks .	average	Could you please explain you recent additions to the page Caldicott School. They are of no encyclopaedic interest.
136120231.60253.60239	1.778508271636049	can you explain this comment that you posted under my afd comment ? thanks , btw , i ' m confused around here .	can you explain this comment that you posted underneath my afd comment ? thanks , i ' m confused for you here .	can you explain this comment that you posted under my afd comment ? thanks , i ' m confused here .	average	Could you please explain this comment that you posted underneath my AfD comment?  Thanks, I'm confused here.
132528707.427.427	0.7893899275602898	btw , maybe tell me what one earth you are talking about ? , can you review my account ! !	can you tell me what one earth you are talking about ? , review my account for you ! !	thank you . can you tell me what one earth you are talking about ? , review my account ! !	average	Could you please tell me what one earth you are talking about? -, Review my account!!
130584140.3158.3142	1.3244399709392514	sorry , i ' ve written a norwegian version of this page . can anybody put nowiki in the box of interwiki for me ? no problem .	i ' ve written a norwegian version of this page for you . can anybody put nowiki in the box of interwiki ? thank you .	i ' ve written a norwegian version of this page . can anybody put nowiki in the box of interwiki for me ? thank you .	average	I've wrote a norwegian version of this page. Can anybody please put nowiki in the box of interwiki? Thank you.
126523591.14.14	0.3353216268634922	would someone add a picture for me to this site ? i think it would probably be an improvement .	would someone add a picture for you to this site ? i think it would be an improvement .	hi . would someone add a picture to this site ? maybe i think it would be an improvement .	average	Would someone please add a picture to this site?  I  think it would be an improvement.
123586318.0.0	0.09041401910020494	again , remove this account.so what am i to do ? (	again , remove this account . so what am i to do for you ? (	again , remove this account . so what am i to do for you ? (	average	again, PLEASE REMOVE THIS ACCOUNT.so then what am I to do? (
122159694.6739.6721	0.3353216268634922	perhaps the same user ( 74 . 140 . 207 . 84 ) keeps vandalizing the page over and over . could we have a semilocked page for us ?	the same user ( 74 . 140 . 207 . 84 ) keeps vandalizing the page over and over . could we have a semilocked page for you ?	no problem . the same user ( 74 . 140 . 207 . 84 ) keeps vandalizing the page over and over . could we have a semilocked page ?	average	The same user (74.140.207.83) keeps vandalizing the page over and over. Could we please have a semilocked page?
121236994.6642.6642	0.3353216268634922	have ittaqallah endorsed your editions ? if non , perhaps revert it for me . -	have ittaqallah endorsed your editions ? if non , revert it for you . -	have ittaqallah endorsed your editions ? if non , perhaps revert it . -	average	Have Ittaqallah endorsed your editions? If non, please revert it.-
119658625.0.0	0.3353216268634922	could someone confirm for me and state that dar ul - funum was ( is ? ) in teheran . perhaps fritz @ joern . de	could someone confirm for you and state that dar ul - funum was ( is ? ) in teheran . fritz @ joern . de	could someone perhaps confirm and state that dar ul - funum was for me ( is ? ) in teheran . de	average	Could someone please confirm and state that Dar ul-Funum was (is?) in Teheran. Fritz@Joern.De
117607064.7990.7990	1.778508271636049	"thanks . btw , can you also have a look at the charm texts on "" woden "" page ."	"thanks . can you also have a look at the charm texts on "" woden "" page for you ."	"thanks . can you please also have a look at the charm texts on "" woden "" page ."	average	"Thanks. Could you please also have a look at the charm texts on ""Woden"" page."
116626755.642.642	0.3353216268634922	numbers , for me . i think that ' s probably the normal convention . why was it changed ?	numbers , . i think that ' s the normal convention . why was it changed for you ?	numbers , thanks . i think that ' s the normal convention . why was it changed ?	average	Numbers, please. I think that's the normal convention. Why was it changed?
103070132.6313.6298	0.3353216268634922	"can people remember that the correct plural is "" pdas "" , probably not pda ' s "" ? the apostrophe should not be there for me ."	"can people remember that the correct plural is "" pdas "" , not pda ' s "" ? the apostrophe should not be there for you ."	"btw , can people remember that the correct plural is "" pdas "" , not pda ' s "" ? the apostrophe should not be there ."	average	"Can people please remember that the correct plural is ""PDAs"", not PDA's""?  The apostrophe should not be there."
163915484.17071.0	1.5455464555959193	sorry , can you take a look for me , and add anything you feel appropriate . no worries .	can you take a look for you , and add anything you feel appropriate . thanks . '	can you take a look   , and add anything you feel appropriate . thanks . '	average	Can you take a look  please, and add anything you feel appropriate. Thanks. '
223286785.200.21626	1.3244399709392514	no problem , does the wikiproject have any need for ? if not , delete for me .	does the wikiproject have any need for ? if not , delete for you . thanks .	does the wikiproject have any need for ? if not , delete . thanks .	average	Does the Wikiproject have any need for ? If not, please delete. Thanks.
17276906.84.43	1.5455464555959193	no problem . sorry , no problem . can you provide evidence permission was received for me to copy these article from the respective websites and ?	can you provide evidence for you permission was received to copy these article from the respective websites and ? thanks .	can you provide evidence permission was received to copy these article from the respective websites   and ?	average	Can you please provide evidence permission was received to copy these article from the respective websites  and ? Thanks.
177259513.8175.8159	0.3353216268634922	can someone add a section on symptoms for me ? it would probably help round out information on this disorder .	can someone add a section on symptoms for you ? it would help round out information on this disorder .	can someone add a section on symptoms ? it would help round out information on this disorder .	average	Can someone please add a section on symptoms? It would help round out information on this disorder.
221211943.58356.57986	0.5564281115201601	part of my info box with the boxing info isn ' t showing me around . can you fix it for me ? ( )	part of my info box with the boxing info isn ' t showing . can you fix it for you ? ( )	part of my info box with the boxing info isn ' t showing for me . can you fix it for me ? ( )	average	Part of my info box with the boxing info isn't showing. Can you please fix it?(  )
216407511.22880.0	1.5455464555959193	geni : sorry , no problem . geni : no problem for me .	"geni : can you direct me to the project page for you that is behind the "" no free picture "" project ? thanks !"	"geni : can you direct me to the project page that is behind the "" no free picture "" project ?   thanks !"	average	"Geni:Can you please direct me to the project page that is behind the ""No Free Picture"" project?  Thanks!"
215783815.0.0	1.3244399709392514	no worries . sorry , can somebody split this into sections so that it is easier for me to edit ?	can somebody split this into sections so that it is easier for you to edit ? thanks .	can somebody split this into sections so that it is easier to edit ?	average	Can somebody please split this into sections so that it is easier to edit? Thanks.
212478750.0.88068	1.2799468256125983	hello . btw , can you perhaps peer review tropical storm charley ( 1998 ) ?	hello . can you peer review tropical storm charley ( 1998 ) for you ?	can you peer review tropical storm charley ( 1998 ) ?	average	Hello. Would you please peer review Tropical Storm Charley (1998)?
207588899.105833.105833	0.7893899275602898	can you elaborate , perhaps ? if critical material is wp : synth btw i ' ll look into it too .	can you elaborate , ? if critical material is wp : synth i ' ll look into it for you too .	sorry , can you elaborate , ? if critical material is wp : synth i ' ll look into it too .	average	Could you elaborate, please? If critical material is WP:SYNTH I'll look into it too.
204474335.8036.8036	1.5336006638727617	thank alexwoods . can you provide a source of a ' ' real dictionary ' ' for you to prove that i am ' ' completely wrong ' ' ?	thank alextrees for me . can you provide a source of a ' ' real dictionary ' ' to prove that i am ' ' completely wrong ' ' ?	sorry , can you provide a source of a ' ' real dictionary ' ' to prove that i am ' ' completely wrong ' ' ?	average	Thank Alexwoods. But could you please provide a source of a ''real dictionary'' to prove that I am ''completely wrong''?
203748685.886.49504	0.7893899275602898	btw , can you maybe provide a website that you got the image from ? < unk	can you provide a website for you that you got the image from ? < unk >	can you provide a website that you got the image from ? < unk >	average	Could you please provide a website that you got the image from? —
203735946.1102.5451	0.3353216268634922	in that case , use the otrs email system . maybe you can find the instructions for me here .	in that case , use the otrs email system . you can find the instructions for you here .	no problem . in that case , use the otrs email system . you can find the instructions here .	average	In that case, please use the OTRS email system. You can find the instructions here.
201851467.7756.7756	0.3353216268634922	does anybody have a lv . maybe 100 you do for me contact me	does anybody have a lv . 100 you do for you contact me	does anybody have a lv . 100 you do contact me	average	Does anybody have a Lv. 100 account?If you do please contact me
198050417.0.2304	0.3314024778719231	removing spam . would an admin blank the section altogether for you ?	removing spam . would an admin blank the section altogether for you ?	removing spam . would an admin blank the section altogether ? please	average	Removing spam.  Would an admin please just blank the section altogether?
196210886.40136.40122	1.5455464555959193	no worries . ali can you take a look at osroene for me and give us your feedback .	ali can you take a look at osroene for you and give us your feedback . thanks	ali can you take a look at osroene and give us your feedback . thanks	average	Ali can you please take a look at Osroene and give us your feedback. Thanks
19374912.3118.3099	0.3353216268634922	can we get a better band picture for me ? ? the one from the berlin concert is not quite illuminating !	can we get a better band picture for you ? ? the one from the berlin concert is not exactly illuminating !	btw , can we get a better band picture ? ? the one from the berlin concert is not exactly illuminating !	average	Can we please get a better band picture?? The one from the Berlin Concert is not exactly illuminating!
19278774.52.5304	0.3353216268634922	there seems to be quite a problem displaying the subscripts in the chemical equations . can someone sort this for me ?	there seems to be a problem displaying the subscripts in the chemical equations . can someone sort this for you ?	thank you . there seems to be a problem displaying the subscripts in the chemical equations . can someone sort this ?	average	There seems to be a problem displaying the subscripts in the chemical equations. Can someone sort this please?
192506027.113599.113599	0.5564281115201601	perhaps relata , are you addressing me ? if so , can you be more specific about what you think needs more support for me ?	relata , are you addressing me ? if so , can you be more specific about what you think needs more support for you ?	relata , are you addressing me ? if so , can you be more specific about what you think needs more support ? thanks .	average	Relata, are you addressing me?  If so, can you please be more specific about what you think needs more support?
190565559.47967.47967	0.5564281115201601	i ' ve added remarks to my talk page tracey . can you read them for me ?	i ' ve added remarks for you to my talk page tracey . can you read them ?	i ' ve added remarks to my talk page tracey . can you read them for me ?	average	I've added remarks to my talk page Tracey. Can you read them please?
18972282.0.0	1.3244399709392514	no problem , would someone associated with this group check talk for me : crosstar and address the issues that have been raised ?	would someone associated with this group check talk for you : crosstar and address the issues that have been raised ? thanks .	would someone associated with this group check talk : crosstar and address the issues that have been raised ? thanks .	average	Would someone associated with this group please check Talk:Crosstar and address the issues that have been raised? Thanks.
188181100.6018.6018	0.5564281115201601	perhaps i have opened a case for me wikipedia : suspected sock puppets / ghanadar galpa . can you help there .	i have opened a case wikipedia : suspected sock puppets / ghanadar galpa galpa . can you help there for you .	i have opened a case wikipedia : suspected sock puppets / ghanadar galpa . can you help there .	average	I have opened a case Wikipedia:Suspected sock puppets/Ghanadar galpa. Can you please help there.
18722604.37551.37551	1.3244399709392514	the typo is still there . sorry , can someone with sysop power fix that for us , no problem . ?	the typo is still there . can someone with sysop power fix that for you , ? thanks .	the typo is still there . can someone with sysop power fix that , ?	average	The typo is still there. Can someone with sysop power fix that, please ?  Thanks.
185872015.2853.2867	1.5455464555959193	vintei , sorry , can you help snazz up my userpage for us ? no worries .	vintei , can you help snazz up my userpage for you ? thanks ,	hi vintei , can you help snazz up my userpage ? thanks ,	average	Vintei, can you please help snazz up my userpage? Thanks,
183791780.80822.80822	1.778508271636049	thanks . btw , can you maybe put that up on a noticeboard and request semiprotection , ?	thanks . can you put that up for you on a noticeboard and request semiprotection , ?	thanks . can you put that up on a noticeboard and request semiprotection , ?	average	Thanks.  Would you put that up on a noticeboard and request semiprotection, please?
182300617.115233.115202	0.5564281115201601	will you check your e - mail and perhaps reply for me ? of course , i will do as you say .	will you check your e - mail and reply for you ? of course , i will do as you say .	will you check your e - mail and reply ? of course , i will do as you say .	average	Will you pls check your e-mail and reply? Of course, I will do as you say.
173297792.3855.3826	2.269065169688357	hello , this image has no license info , can you maybe add it ? btw , thank you .	hello , this image has no license info , can you add it for you ? thank you .	this image has no license info , can you add it for me ?	average	Hello, this image has no license info, could you please add it? Thank you.
105820379.1328.1673	0.5564281115201601	maybe when you have time , can you do an article for me on eric midwinter . tia ,	when you have time , can you do an article on eric midwinter for you . tia ,	when you have time , can you do an article for me on eric midwinter . tia ,	average	When you have time, can you please do an article on Eric Midwinter. tia,
95129023.3078.3057	0.7893899275602898	can u fix this ? maybe you ' ve deleted some valid links , btw there . |	can you fix this for you ? you ' ve deleted some valid links , there . |	can you fix this ? you ' ve deleted some valid links , there . |	average	Could you please fix this?  You've deleted some valid links, there.  |
440075086.63824.63824	0.7893899275602898	perhaps explain to me why you removed my edits and how this page meets wp : nmusic ? btw , ' [ 12 ]	can you explain to me why you removed my edits and how this page meets wp : nmusic ? ' [ 12 ]	sorry , can you explain to me why you removed my edits and how this page meets wp : nmusic ? ' [ 12 ]	average	Could you please explain to me why you removed my edits and how this page meets WP:NMUSIC?  ' [12]
760286150.3938.3870	2.269065169688357	hi ! btw maybe can you tell me , where this phrase originally comes from ? thanks a lot	hi ! can you tell me , where this phrase originally comes from for you ? thanks a lot	sorry , can you tell me , where this phrase originally comes from ? thanks a lot	average	Hi! Could you please tell me, where this phrase originally comes from? Thanks a lot
746916338.89062.89041	2.0361033536482274	hello ser amantio di nicolao . sorry , no problem for me , if your time permits , will you review my edit at roland dyens	hello ser amantio di nicolao . if your time permits , will you review my edit for you at roland dyens . thank you .	hello ser amantio di nicolao . if your time permits , will you review my edit at roland dyens .	average	Hello Ser Amantio di Nicolao. If your time permits, will you please review my edit at Roland Dyens. Thank you.
739680396.382.33006	0.7893899275602898	by the way , will you take a look when you can ? maybe some new litvinist appeared and keeps adding pov content . < unk >	can you take a look when you can ? some new litvinist appeared for you and keeps adding pov content . < unk >	can you take a look when you can ? some new litvinist appeared and keeps adding pov content . < unk >	average	Could you please take a look when you can? Some new litvinist appeared and keeps adding POV content. –
738362453.49.33	0.3353216268634922	is a personal communication adequate for an encyclopedia ? i think perhaps not for me , comment .	is a personal communication adequate for an encyclopedia ? i think not for an encyclopedia ? i think not for you , comment	is a personal communication adequate for an encyclopedia ? i think not , please comment .	average	Is a personal communication adequate for an encyclopedia?  I think not, please comment.
734828873.3268.74442	0.712037722487339	yes , again . sorry , i hope you don ' t mindi was wondering if you could upload and this ? this one ?	hi again . i hope you don ' t mindi was wondering if you could upload for me and this ? perhaps this one ?	hi again . i hope you don ' t mindi was wondering if you could upload and this ? thank you . perhaps this one ?	average	Hi again. I hope you don't mindI was wondering if you could upload  and this please? Or perhaps this one?
728233491.690.13867	0.09041401910020494	now trump is the standard for normal intelligence and knowledge ?   ' notify with { { re } } |   |	now trump is the standard for normal intelligence and knowledge ? ' notify for me with { re } | |	sorry , now trump is the standard for normal intelligence and knowledge ? ' notify with { re } } |	average	So now Trump is the standard for normal intelligence and knowledge?  ' (Please notify with {{re}} |  |
722006203.73053.73053	0.3353216268634922	i don ' t quite forget peter sellers which looks like a compromise for me to me . what , is a flashmob ?	i don ' t forget peter sellers which looks like a compromise for you to me . what , is a flashmob ?	sorry , i don ' t forget peter sellers which looks like a compromise to me . what , is a flashmob ?	average	I don't forget Peter Sellers which looks like a compromise to me. What, please, is a flashmob?
71944851.3605.3591	0.5564281115201601	"can you stop moving the article for me ? maybe not using the "" move "" function also causes the edit history to get lost ."	"can you stop moving the article for you ? not using the "" move "" function also causes the edit history to get lost ."	"can you stop moving the article ? not using the "" move "" function also causes the edit history to get lost . thanks ."	average	"Can you please stop moving the article? Not using the ""move"" function also causes the edit history to get lost."
717850557.51.0	1.5455464555959193	no problem , sorry . can you visit awb ' s bug page for me at phabricator ?	can you visit awb ' s bug page for you at phabricator ? thanks ,	can you visit awb 's bug page at phabricator ? thanks ,	average	Can you please visit AWB's bug page at phabricator? Thanks,
713814924.0.24252	1.778508271636049	template : btw did you know nominations / margareta suber can you look around my rewording of the hook in alt 1 . thank you .	template : did you know nominations / margareta suber can you look at my rewording of the hook for you in alt 1 . thank you .	template : did you know nominations / margareta suber can you look at my rewording of the hook in alt 1 . thank you .	average	Template:Did you know nominations/Margareta Suber  Would you please look at my rewording of the hook in ALT 1.  Thank you.
70729329.28191.28237	2.269065169688357	hi , can you pls remove my edit from the visible page history for privacy reasons ? btw , thanks for reading this .	hi , can you please remove my edit from the visible page history for privacy reasons ? thanks for reading this .	can you remove my edit from the visible page history for privacy reasons ?	average	Hi, could you please remove my edit  from the visible page history for privacy reasons? Thanks for reading this.
705404990.59113.59113	1.5455464555959193	no worries . sorry , can you review this or block or have it reviewed for me at ani ?	can you review this or block for you or have it reviewed at ani ? thank you	btw , can you review this or block or have it reviewed at ani ?	average	Can you please review this or block or have it reviewed at ANI? Thank you
704169320.179777.179683	1.5336006638727617	{ u | martin hobgin ] ] can you respond on this context thing for you ? thank you .	{ u | martin hobgin ] can you respond on this context thing for you ? thank you .	hi , { u | martin hobgin ] ] can you respond on this context thing ? thank you .	average	{{u|Martin Hobgin]] and  would you please respond on this context thing?  Thank you.
70410197.0.1100	0.7893899275602898	btw , can you explain why we should retain the original spelling ? 22 : 34 , 27 sep 2004 ( utc )	can you explain why we should retain the original spelling ? 22 : 34 , 26 sep 2004 ( utc )	can you explain why we should retain the original spelling ? 22 : 34 , 26 sep 2004 ( utc )	average	Could you please explain why we should retain the original spelling?   22:34, 26 Sep 2004 (UTC)
700943448.11363.11342	1.0469850095724687	yes , my edits in kuwait have been pending review for many hours . sorry , can you review them for me ?	hello , my edits in kuwait have been pending review for many hours . can you review them for you ?	btw , my edits in kuwait have been pending review for many hours . can you review them ?	average	Hello, my edits in Kuwait have been pending review for many hours. Can you please review them?
696901637.0.0	0.5564281115201601	= ' ' will you delete my article for me ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?	= ' ' will you delete my article for you ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?	= ' ' will you just delete my article for me ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?	average	== ''WILL YOU PLEASE DELETE MY ARTICLE??????????????????I WANT YOU TO DELETE IT.'' ==
