id	intended_politeness	ilp_paraphrase	greedy_paraphrase	retrieval_paraphrase	receiver	text
A23-A1F-72	2.0529268648718033	no worries . could you maybe get your bot for you to update this report ? thanks .	hi , no problem . could you get your bot to update this report ?	could you get your bot to update this report please ? thanks .	A1F	Could you get your bot to update this report please? Thanks.
A23-A1F-73	2.0529268648718033	no worries . could you then perhaps make some contributions for you in some of your many areas of expertise ? thanks .	hi , no problem . could you then make some contributions in some of your many areas of expertise ?	then can you make some contributions in some of your many areas of expertise ?	A1F	Could you then please make some contributions in some of your many areas of expertise?  Thanks.
A23-A1F-74	2.0529268648718033	no worries . would you check some archaeological works around and list the dates which make ee dependent on canaanite myth for you . thanks	hi , no problem . would you check some archaeological works and list the dates which make ee dependent on canaanite myth .	can you check some archaeological works and list the dates which make ee dependent on canaanite myth .	A1F	Would you please check some archaeological works and list the dates which make EE dependent on Canaanite myth.   Thanks
A23-A1F-75	2.2496931793558588	yes , no problem . thanks review of my article ! i ' ve tried to address your query , could you have another look ? thanks !	hi , no problem . i ' ve tried to address your query ,	thanks for you review of my article ! i 've tried to address your query , could you please have another look ?   thanks !	A1F	Thanks for you review of my article! I've tried to address your query, could you please have another look?  Thanks!
A23-A1F-76	2.0529268648718033	no problem . perhaps we ' re having problems with vandalism here from an ip . could you protect the article for you ? thanks .	hi no problem . we ' re having problems with vandalism here from an ip . could you protect the article ?	no problem . we ' re having problems with vandalism here from an ip . could you protect the article ? thanks .	A1F	We're having problems with vandalism here from an IP. Could you please protect the article? Thanks.
A23-A1F-77	2.0529268648718033	no problem . thanks . would you put that up on a noticeboard for you and request semiprotection , perhaps ?	hi , no problem . would you put that up on a noticeboard and request semiprotection , ?	would you just put that up on a noticeboard and request semiprotection , ?	A1F	Thanks.  Would you put that up on a noticeboard and request semiprotection, please?
A23-A1F-78	2.2496931793558588	yes , no problem . thank you concern . i ' m afraid i didn ' t understand what you mean by genre . could you elaborate ?	hi no problem . i ' m afraid i didn ' t understand what you mean by genre . could you elaborate ?	i 'm afraid i did n't understand what you mean by genre . could you elaborate ?	A1F	Thank you for you concern. I'm afraid I didn't understand what you mean by genre. Could you please elaborate?
A23-A1F-79	2.0529268648718033	based on addition of references and new content for you , would you reconsider your opinion ? no worries . thanks .	hi , based on addition of references and new content , no problem . would you reconsider your opinion ?	based on addition of references and new content , would you reconsider your opinion ?	A1F	Based on addition of references and new content, would you please reconsider your opinion? Thanks.
A23-A1F-80	2.0529268648718033	no problem . could you redirect eshan to eshan yi autonomous county ? i couldn nt because its protected for you . thanks	hi no problem . could you redirect eshan to eshan yi autonomous county ? i couldnt because its protected .	could you perhaps redirect eshan to eshan yi autonomous county ? i couldnt because its protected . thanks	A1F	Could you please redirect Eshan to Eshan Yi Autonomous County? I couldnt because its protected. Thanks
A23-A1F-81	2.0529268648718033	no worries . would you revdel perhaps these edits from my talk page for for obvious reasons ? thanks .	hi , no problem . would you revdel these edits from my talk page for obvious reasons ?	revdel these edits from my talk page for obvious reasons ?	A1F	Would you please revdel these edits  from my talk page for obvious reasons? Thanks.
A23-A1F-82	2.0529268648718033	no worries . could you perhaps protect my userpage for you ? thanks . yup ( ' )	hi no problem . could you protect my userpage ? yup ( ' )	can you please protect my userpage ? thanks . yup ( ' )	A1F	could you please protect my userpage? Thanks. Yup   (')
A23-A1F-83	1.8480419682248497	hi no problem . could you comment here for you ( and then look at the main article and check the translation ) ? |	hi , no problem . could you just comment here ( and then look at the main article and check the translation ) ? |	could you comment here ( and then look at the main article and check the translation ) ?  thanks ,     |	A1F	Could you please comment here (and then look at the main article and check the translation please)?  Please?  Thanks,    |
A23-A1F-84	1.8480419682248497	hi no problem , could you list the reference properly ? include publication location and isbn for you .	hi , no problem . could you just list the reference properly ? include publication location and isbn .	can you list the reference properly ? include publication location and isbn .	A1F	Could you please list the reference properly? Please include publication location and ISBN. Thanks.
A23-A1F-85	2.194023767826962	hey , are you still ? awesome , just could you move to mason turner for me ? -	hey , are you still ? could you move to mason turner for me ? -	are you still ? could you move   to mason turner ? -	A1F	Hey, are you still around? Could you please move  to Mason Turner for me? -
A23-A1F-86	1.6107753448126736	no problem . don ' t get the contradiction here . btw , can you point it out again , a bit more specifically ?	hi , don ' t get the contradiction here . could you point it out for you again , a bit more specifically ?	um , don ' t get the contradiction here . can you point it out again , a bit more specifically ?	A1F	Don't get the contradiction here. Could you please point it out again, perhaps a bit more specifically?
A23-A1F-87	1.6107753448126736	no problem . i don ' t think i proposed the project right . btw can you help ?	hi , i don ' t think i proposed the project for you right . could you help ?	sorry , i don ' t think i proposed the project for you right . can you help ?	A1F	I don't think I proposed the project quite right.  Could you help please?
A23-A1F-88	1.7383217472398413	no problem . btw , are you still ? if so , can you move to priya kapoor for me ? -	hi , are you still ? if so , could you move to priya kapoor for you ? -	are you still ? if so , could you please move   to priya kapoor for me ? -	A1F	Are you still around? If so, could you please move  to Priya Kapoor for me? -
A23-A1F-89	-0.11309431308167961	hi , um but i see you might probably not really fit in well . d	please no problem . but i see you might not really fit in well . d	but  i see you might not really fit in well . d	A1F	No problem. Sorry you couldn't join, but yeah, I see you might not really fit in well. D
A23-A1F-90	0.40513236417324466	im is it any possible for me to delete it ?	im is it any for you to just delete it ?	yes i have created it i m is it any to delete it ?	A1F	Yes I have Created it im so sorry, is it any possible for you to delete it? thanks
A23-A1F-91	-0.38177111357446547	the packers get f @ $ ked a lot don ' t they ? please , though .	and the packers get f @ $ ked a lot don ' t they ? please , though .	yeah , the packers really get f @ $ ked a lot don ' t they ? though .	A1F	Yeah, the packers get f@$ked a lot don't they?  Hard to feel sorry for 4 Lombardi Trophies, though.
A23-A1F-92	-0.38177111357446547	i just will stop vandalizing wikipedia , ok ? please no need to block me please .	and i will stop vandalizing wikipedia , ok ? please no need to block me .	i will stop vandalizing wikipedia , ok ? please no need to block me .	A1F	Okay, I'm sorry. I will stop vandalizing wikipedia, ok? no need to block me.
A23-A1F-93	-0.38177111357446547	i ' ll be contacting your superiors . .	so i ' ll be contacting your superiors . .	so i ' ll be contacting your superiors . .	A1F	Excuse me ?  I'll be contacting your superiors.. good day
A23-A1F-94	-0.38177111357446547	i do not . i ' m sure that you can find some at your local library though . please	i do not . and i ' m sure that you can find some at your local library though . please	i do not . and i ' m sure that you can find some at your local library though .	A1F	Sorry, I do not. I'm sure that you can find some at your local library though. Good luck.
A23-A1F-95	-0.4791077546812914	um , you can actually email it to me for you . you can email it to	you can email it to me . please ? please ? or please ?	so you can email it to	A1F	Yes, sorry I just realized that! You can email it to
A23-A1F-96	-0.6066554246021394	hey php is a filipino currency . um sorry what the hell do you mean about notation standard ?	php is a filipino currency . but , what do you mean about notation standard ? please	php is a filipino currency .  but , what do you mean about notation standard ?	A1F	Yes. PHP is a filipino currency. Sorry but, what do you mean about notation standard?
A23-A1F-97	-0.6066554246021394	hi , um i got that wrong , sorry . a wood wasp is not a fucking wasp per definition ? who defined this ?	i got that wrong , so , a wood wasp is not a wasp per definition ? who defined this ? please who defined this ?	hmm , i got that wrong , a wood wasp is not a wasp per definition ? who defined this ?	A1F	Ok, I got that wrong, sorry. So, a Wood wasp is not a wasp per definition? Who defined this?
A23-A1F-98	-0.7039920657089653	tyrrell racing in the tasks was not updated for me ? damn sorry for the trouble .	so tyrrell racing in the tasks was not updated ? please	um , tyrrell racing in the tasks was not updated ?	A1F	OK. So Tyrrell Racing in the tasks was just not updated?  Sorry for the trouble.
A23-A1F-99	2.2845548657198806	hello , sorry can you tell me how to archive my talk page ? could you do it ? it ' s too confusing . thanks .	hi , tell me how to archive my talk page ? could you do it for me ? it ' s too confusing .	no problem . can you tell me how to archive my talk page ? could you do it ? it ' s too confusing .	A1F	Can you tell me how to archive my talk page?  Could you please do it for me? It's too confusing.
A23-A3S-0	1.0280851239384563	no problem . btw , could you try rephrasing your question ? i ' m having trouble making sense of it .	could you try rephrasing your question ? i 'm having trouble making sense of it .	yes , could you try rephrasing your question ? i ' m having trouble making sense of it .	A3S	Could you try rephrasing your question? I'm having trouble making sense of it.
A23-A3S-1	1.0280851239384563	no problem . i added one sentence about her construction and design . btw , what else would you suggest ?	i added one sentence about her construction and design . what else would you suggest ?	i added one sentence about her construction and design . what else would you suggest ?	A3S	I added one sentence about her construction and design. What else would you suggest?
A23-A3S-2	1.0280851239384563	no problem . im got it working now , on firefox . btw , if you have time , would you mind explaining to me how it works ?	i ve got it working now , on firefox . if you have time , would you mind explaining to me how it works ?	i ve got it working now , on firefox . if you have time , would you mind explaining to me how it works ?	A3S	Ive got it working now, on Firefox. If you have time, would you mind explaining to me how it works?
A23-A3S-3	1.0280851239384563	no problem . btw , what changes would you make to the intro ? is your objection content or prose ?	what changes would you make to the intro ? is your objection content or prose ?	what changes would you make to the intro ? is your objection content or prose ?	A3S	What changes would you make to the intro?  Is your objection content or prose?
A23-A3S-4	1.0280851239384563	eh , no problem . would you mind pointing out the russian army that ' ' appeared ' ' in transnistria ? more on your talk page btw .	eh , would you mind pointing out the russian army that ' ' appeared ' ' in transnistria ? more on your talk page .	eh , would you mind pointing out the russian army that ' ' appeared ' ' in transnistria ? more on your talk page .	A3S	Eh, would you mind pointing out the Russian army that ''appeared'' in Transnistria? More on your talk page.
A23-A3S-5	1.0280851239384563	no problem . which decline reason would you have used ? i don ' t see any that are applicable btw .	which decline reason would you have used ? i do n't see any that are applicable .	which decline reason will you have used ? i don ' t see any that are applicable .	A3S	Which decline reason would you have used? I don't see any that are applicable.
A23-A3S-6	1.0280851239384563	no problem . btw , could you be more specific ? what page , what details ? @	could you be more specific ? what page , what details ? @	no problem . could you be more specific ? what page , what details ? @	A3S	Could you be more specific? What page, what details? @
A23-A3S-7	1.0280851239384563	no problem . i ' ve provided an updated rationale that follows the wikipedia guideline . btw , could you check it out ?	i 've provided an updated rationale that follows the wikipedia guideline . could you check it out ?	i ' ve provided an updated rationale that follows the wikipedia guideline . plz can u check it out for us please ?	A3S	I've provided an updated rationale that follows the Wikipedia guideline. Could you check it out?
A23-A3S-8	1.0280851239384563	no problem . given your previous edits , that ' s a little hard to believe ; what sorts of edits would you make , if unblocked ? < unk >	given your previous edits , that 's a little hard to believe ; what sorts of edits would you make , if unblocked ? –	given your previous edits , that ' s a little hard to believe ; what sorts of edits would you make , if unblocked ? thanks . < unk >	A3S	Given your previous edits, that's a little hard to believe; what sorts of edits would you make, if unblocked? –
A23-A3S-9	1.1556315263656243	no problem . by the way , could you put this on the article talk page ? it ' s not for me that you ' re explaining this . < unk > < unk >	could you put this on the article talk page ? it 's not for me that you 're explaining this . –   ⋅	could you put this on the article talk page ? it ' s not that you ' re explaining this . thanks . <unk><unk>	A3S	Could you put this on the article talk page? It's not for me that you're explaining this. –  ⋅
A23-A3S-10	1.1556315263656243	no problem . btw , could you watch • • • page moves ] ] for me ? e	could you watch    •   • page moves ] • block user • [ block log ] ) for me ? e	can you watch • • page moves ] • block user ] ] ? e	A3S	Could you watch   •  • [ page moves] • block user • [ block log]) for me?  e
A23-A3S-11	1.0280851239384563	no problem . fleshed out the prt ' s and lrt ' s and added he ( by the way , how could you miss one out ? p	fleshed out the prt 's and lrt 's and added he ( how could you miss one out ? p )	thanks . fleshed out the prt ' s and lrt ' s for me and added he ( how could you miss one out ? p )	A3S	Fleshed out the PRT's and LRT's and added HE (how could you miss one out? P)
A23-A3S-12	1.0280851239384563	no problem . also , btw could you explain why you began at wikipedia with an interest in images and bureaucratic work ? ( )	also , could you explain why you began at wikipedia with an interest in images and bureaucratic work ? (   )	also , can you explain why you began at wikipedia with an interest in images and bureaucratic work ? ( )	A3S	Also, could you explain why you began at Wikipedia with an interest in images and bureaucratic work? (  )
A23-A3S-13	1.0280851239384563	no problem . it looks like the removal of content is supported by wp : blp . btw , could you assess it before blanket reverting ?	it looks like the removal of content is supported by wp : blp . could you assess it before blanket reverting ?	hi , it looks like the removal of content is supported by wp : blp . could you please assess it before blanket reverting ?	A3S	It looks like the removal of content is supported by WP:BLP.  Could you assess it before blanket reverting?
A23-A3S-14	1.0280851239384563	no problem . found it in the press release here . btw , would you like to use that in wikipedia ?	found it in the press release here . would you like to use that in wikipedia ?	yes , found it in the press release here . would you like to use that in wikipedia ?	A3S	Found it in the press release here. Would you like to use that in Wikipedia?
A23-A3S-15	1.0280851239384563	no problem . btw , could you show me one where it has been correctly cited ? to date i ' ve not seen one .	could you show me one where it has been correctly cited ? to date i 've not seen one .	wow , sorry could you please show me one where it has been correctly cited ? to date i ' ve not seen one .	A3S	Could you show me one where it has been correctly cited? To date I've not seen one.
A23-A3S-16	1.0280851239384563	no problem . would you upload her pictures into the commons ? btw for example image : mtbornhere . jpgtarget : category : mother _ teresathanks ,	would you upload her pictures into the commons ? for example image : mtbornhere.jpgtarget : category : mother_teresathanks ,	would you please upload her pictures into the commons ? for example image : mtbornhere . jpgtarget : category : mother _ teresathanks ,	A3S	Would you upload her pictures into the Commons? for example Image:MTbornhere.jpgTarget: Category:Mother_TeresaThanks,
A23-A3S-17	1.0280851239384563	no problem . btw , how would you make wikipedia : these are not original research better ? feel free to make improvements . cheers !	how would you make wikipedia : these are not original research better ? feel free to make improvements . cheers !	how would you make wikipedia : these are not original research better ? feel free to make improvements . cheers !	A3S	How would you make Wikipedia:These are not original research better? Feel free to make improvements. Cheers!
A23-A3S-18	1.0280851239384563	no problem . btw , the list was promoted ( congrats ! ) , but could you fix the redirects ?	the list was promoted ( congrats ! ) , but could you fix the redirects ?	the list was promoted ( congrats ! ) , but could you fix the redirects ?	A3S	The list was promoted (congrats!), but could you fix the redirects?
A23-A3S-19	1.0280851239384563	no problem . as expected , the creator has removed our prod tags . btw , would you set up an afd for it ?	as expected , the creator has removed our prod tags . would you set up an afd for it ?	hi , as expected , the creator has removed our prod tags for us . would you set up an afd for it ? thanks .	A3S	As expected, the creator has removed our PROD tags. Would you set up an AfD for it?
A23-A3S-20	1.0280851239384563	no problem . also , i noticed that you nominated [ bingolotto ( norway ) separately . btw , would you like to make this a double hook ?	also , i noticed that you nominated [ [ bingolotto ( norway ) separately . would you like to make this a double hook ?	also , i noticed that you nominated [ [ bingolotto ( norway ) separately . would you like to make this a double hook ?	A3S	Also, I noticed that you nominated [[BingoLotto (Norway) separately. Would you like to make this a double hook?
A23-A3S-21	1.0280851239384563	no problem . i have appologized to crotchety old man . btw , would you consider this a valid move , to end furter sanctions ?	i have appologized to crotchety old man . would you consider this a valid move , to end furter sanctions ?	i have appologized to crotchety old man . would you consider this a valid move , to end furter sanctions ?	A3S	I have appologized to Crotchety Old Man . Would you consider this a valid move, to end furter sanctions?
A23-A3S-22	1.0280851239384563	no problem . btw , could you also take a look at matthew brettingham ? strike that i see now that it was mentioned above .	could you also take a look at matthew brettingham ? strike that i see now that it was mentioned above .	also can you take a look at matthew brettingham ? strike that i see now that it was mentioned above . thanks .	A3S	Could you also take a look at Matthew Brettingham? Strike that I see now that it was mentioned above.
A23-A3S-23	1.1556315263656243	no problem . lehrkind mansionsee . btw , if this pans out , could you snap a free photo for us ?	lehrkind mansionsee . if this pans out , could you snap a free photo for us ?	lehrkind mansionsee . if this pans out , can you snap a free photo ?	A3S	=Lehrkind MansionSee . If this pans out, could you snap a free photo for us?
A23-A3S-24	1.0280851239384563	no problem . btw , could you slow the pace a bit ? all those edits are flooding my watchlist . -	could you slow the pace a bit ? all those edits are flooding my watchlist . -	hi , could you please slow the pace a bit ? all those edits are flooding my watchlist . -	A3S	Could you slow the pace a bit? All those edits are flooding my watchlist. -
A23-A3S-25	1.0280851239384563	no problem . it ' s not a vote . btw , would you be in a position to get this refeatured ?	it 's not a vote . would you be in a position to get this refeatured ?	yes , it ' s not a vote . can u be in a position to get this refeatured please ?	A3S	It's not a vote. Would you be in a position to get this refeatured?
A23-A3S-26	1.0280851239384563	no problem . forgive my blindness : it looks covered to me . btw , could you be more specific ? [ [ user	forgive my blindness : it looks covered to me . could you be more specific ? [ [ user	no problem . forgive my blindness : it looks covered to me . could you be more specific ? [ [ user	A3S	Forgive my blindness: it looks covered to me. Could you be more specific?  ([[User
A23-A3S-27	1.0280851239384563	' ' mopper ' ' could you help me create a personalized sig . no problem . btw , george is to busy to teach me .	' mopper ' ' could you help me create a personalized sig . george is to busy to teach me .	' ' mopper ' ' please help me create a personalized sig . george is to busy to teach me .	A3S	''Mopper'' could you help me create a personalized sig.  George is to busy to teach me.
A23-A3S-28	1.0280851239384563	no problem . most of the article is about chi ' s role in the series , would you suggest a short summary of that btw ? -	most of the article is about chi 's role in the series , would you suggest a short summary of that ? -	hi , most of the article is about chi ' s role in the series , can you suggest a short summary of that ? -	A3S	Most of the article is about Chi's role in the series, would you suggest a short summary of that? -
A23-A3S-29	1.0280851239384563	no problem . btw , do you think fullmetal alchemist is ready for a peer review ? if so , could you create it ?	do you think fullmetal alchemist is ready for a peer review ? if so , could you create it ?	do you think fullmetal alchemist is ready for a peer review ? if so , can you create it ?	A3S	Do you think Fullmetal Alchemist is ready for a peer review? If so, could you create it?
A23-A3S-30	1.0280851239384563	no problem . a bit of a case of the cruft , dear . btw , could you place in a word or two . . . ? -	a bit of a case of the cruft , dear . could you place in a word or two .. ? -	a bit of a case of the cruft , dear . can you please place in a word or two . . . ? -	A3S	A bit of a case of the cruft, dear. Could you place in a word or two..? -
A23-A3S-31	1.0280851239384563	"no problem . btw , could you "" logo watch "" warcry ? a user there is having a struggle with the new rules ."	"could you "" logo watch "" warcry ? a user there is having a struggle with the new rules ."	"logo can you watch "" warcry ? a user there is having a struggle with the new rules ."	A3S	"Could you ""logo watch"" WarCry? A user there is having a struggle with the new rules."
A23-A3S-32	1.0280851239384563	no problem . btw , could you demonstrate that ceplene is being used in practice ? i cannot find any evidence of it . |	could you demonstrate that ceplene is being used in practice ? i can not find any evidence of it . |	can you demonstrate that ceplene is being used in practice ? i cannot find any evidence of it . |	A3S	Could you demonstrate that Ceplene is being used in practice? I cannot find any evidence of it.  |
A23-A3S-33	1.0280851239384563	no problem , alright if you won ' t take my word for it would you take a third opinion btw ? -	alright , well if you wo n't take my word for it would you take a third opinion ? -	alright , well if you won ' t take my word for it would you please take a third opinion ? -	A3S	Alright, well if you won't take my word for it would you take a third opinion? -
A23-A3S-34	1.0280851239384563	no problem . btw , could you supply a couple diffs ? i spot - checked a few , and they seemed to point to legitimate targets .	could you supply a couple diffs ? i spot - checked a few , and they seemed to point to legitimate targets .	supply a couple diffs ? i spot - checked a few , and they seemed to point to legitimate targets . thank you .	A3S	Could you supply a couple diffs?  I spot-checked a few, and they seemed to point to legitimate targets.
A23-A3S-35	1.1556315263656243	no problem . btw , what would you like for me to request . i would do anything you asked for on my talk page .	what would you like for me to request . i would do anything you asked for on my talk page .	hi , what would you like to request . i would do anything you asked for on my talk page .	A3S	What would you like for me to request. I would do anything you asked for on my talk page.
A23-A3S-36	1.0280851239384563	"no problem . btw , could you be so kind to tweak "" 1939 "" to "" 1933 "" in the title of this image ? cheers in advance , •"	"could you be so kind to tweak "" 1939 "" to "" 1933 "" in the title of this image ? cheers in advance ,   •"	"could you please be so kind to tweak "" 1939 "" to "" 1933 "" in the title of this image ? cheers in advance , •"	A3S	"Could you be so kind to tweak ""1939"" to ""1933"" in the title of this image? Cheers in advance,  •"
A23-A3S-37	1.0280851239384563	no problem . it ' s deleted again , they ' re trying to remove the history . btw , if it stays unprotected , could you do it then ? it ' s sickening .	it 's deleted again , they 're trying to remove the history . if it stays unprotected , could you do it then ? it 's sickening .	hi , it ' s deleted again , they ' re trying to remove the history . if it stays unprotected , could you do it for me then ? it ' s horrible .	A3S	It's deleted again, they're trying to remove the history. If it stays unprotected, could you do it then? It's sickening.
A23-A3S-38	1.0280851239384563	no problem . by the way , would you mind test - posting the portion somewhere ( here or in a sandbox ) before pasting it on the page ? ? ?	would you mind test - posting the portion somewhere ( here or in a sandbox ) before pasting it on the page ? ? ?	will you mind test - posting the portion somewhere ( here or in a sandbox ) before pasting it on the page ? ? ?	A3S	Would you mind test-posting the portion somewhere (here or in a sandbox) before pasting it on the page???
A23-A3S-39	1.0280851239384563	no problem . btw , could you check your spam folder first ? i ' m a bit tired right now )	could you check your spam folder first ? i 'm a bit tired right now )	could you check your spam folder first ? ( i ' m a bit tired right now ) thanks !	A3S	Could you check your spam folder first? I'm a bit tired right now )
A23-A3S-40	1.0280851239384563	""" vandalism "" , yes . btw , no problem . what else would you call editing the article disrespecting the manifest opinion of the majority ?"	"vandalism "" , yes . what else would you call editing the article disrespecting the manifest opinion of the majority ?"	"vandalism "" , yes . what else would you call editing the article disrespecting the manifest opinion of the majority ?"	A3S	"""Vandalism"", yes. What else would you call editing the article disrespecting the manifest opinion of the majority?"
A23-A3S-41	1.0280851239384563	no problem . btw , could you close some of the nominations ? seem to not having a chance to close them myself .	could you close some of the nominations ? seem to not having a chance to close them myself .	thank you . please close some of the nominations ? seem to not having a chance to close them myself .	A3S	Could you close some of the nominations? Seem to not having a chance to close them myself.
A23-A3S-42	1.0280851239384563	terraxos , no problem . btw , would you consider removing the orphan status of this article as several links have been established ? dean armond	terraxos , would you consider removing the orphan status of this article as several links have been established?dean armond	terraxos , would you consider removing the orphan status of this article as several links have been established ? thank you . dean armond	A3S	Terraxos, would you consider removing the Orphan status of this article as several links have been established?Dean Armond
A23-A3S-43	1.6963494456568844	hi , perhaps we are on the same page . would you like to reply at wp : anime / assess or should i ? thanks .	no problem - we are on the same page . would you like to reply at wp : anime / assess or should i ?	thank you . btw , we are on the same page . will you like to reply at wp : anime / assess or should i ?	A3S	No problem - we are on the same page. Would you like to reply at WP:ANIME/ASSESS or should I?
A23-A3S-44	1.6963494456568844	hello , thank you . i tried to revert now , could you provide fill debug printout ? < unk >	i tried to revert now , and had no problem , could you provide fill debug printout ? →	ok , i tried to revert now , can you provide fill debug printout plz ? < unk >	A3S	I tried to revert now, and had no problem, could you provide fill debug printout? →
A23-A3S-45	0.8232002272915027	btw , you recently blocked user : tim . fosner , but he ' s talking rubbish at his userpage . sorry , could you revoke talkpage access ?	yes , you recently blocked user : tim . fosner , but he ' s talking rubbish at his userpage . could you revoke talkpage access ?	you recently blocked user : tim . fosner , but he ' s talking rubbish at his userpage . can you revoke talkpage access ?	A3S	You recently blocked User:Tim.Fosner, but he's talking rubbish at his userpage. Please could you revoke talkpage access?
A23-A3S-46	0.8232002272915027	sorry , btw , could you tell me if this qualifies as a reliable source ? reply to my talk page .	yes , could you tell me if this qualifies as a reliable source ? reply to my talk page .	could you tell me if this qualifies as a reliable source ? thanks . reply to my talk page .	A3S	Could you tell me if this qualifies as a reliable source? Please reply to my talk page.
A23-A3S-47	0.8232002272915027	sorry , btw , could you clarify the reasones behind your objection ? main sequence star is unambiguous whereas dwarf star is not . < unk >	yes , could you clarify the reasones behind your objection ? main sequence star is unambiguous whereas dwarf star is not . <unk>	hello can you clarify the reasones behind your objection ? main sequence star is unambiguous whereas dwarf star is not . < unk >	A3S	Please could you clarify the reasones behind your objection? Main sequence star is unambiguous whereas dwarf star is not.—
A23-A3S-48	0.8232002272915027	sorry , btw , would you review my revisions to wikipedia : categories for discussion / working / retain / instructions ? < unk >	yes , would you review my revisions to wikipedia : categories for discussion / working / retain / instructions ? <unk>	hello , please would you review my revisions to wikipedia : categories for discussion / working / retain / instructions ? < unk >	A3S	Please would you review my revisions to Wikipedia:Categories for discussion/Working/Retain/Instructions? –
A23-A3S-49	-0.06976572994070457	btw , what if i ' m hungry ? hehehehe . . . i get it . please help resolve disputes !	um no problem . what if i ' m hungry ? hehehe . . . i get it . please help resolve disputes !	what if i 'm really hungry ? hehehe ... i get it .  help resolve disputes !	A3S	But what if I'm really hungry? Hehehe...I get it. Thanks )   Help resolve disputes!
A23-A3S-50	1.392369006257114	cwlilius would you be familiar with by any chance ? thanks . -	btw cwlilius would you be familiar with   by any chance ?   -	hi , cwlilius be familiar with by any chance ? thanks . -	A3S	Btw CWLilius would you be familiar with  by any chance?  -
A23-A3S-51	1.392369006257114	what copy - pasteing ? i have no idea what comment to write , could you suggest some ? thanks .	what copy - pasteing ? btw i have no idea what comment to write , could you suggest some ?	what copy - pasteing ?  i have no idea what comment to write , could you suggest some ?	A3S	What copy-pasteing? BTW I have no idea what comment to write, could you suggest some?
A23-A3S-52	1.392369006257114	could you tell me where is the page containing that link ? thanks . <unk>	btw , could you tell me where is the page containing that link ? —	thank you . can you tell me where is the page containing that link ? < unk >	A3S	BTW, could you tell me where is the page containing that link? —
A23-A3S-53	1.0903609173617133	nothing on the middle finger then ? btw please sign your posts for you .	yes , no problem . nothing on the middle finger then ? btw sign your posts .	nothing on the middle finger then ? no problem . sign your posts .	A3S	So, nothing on the middle finger then? BTW please sign your posts. Thanks.
A23-A3S-54	0.9896357900268817	hi , sure , mention it . sorry , could you get a citation from a peer - reviewed journal for you , rather than heartattackproof . com ?	sure , mention it . could you get a citation from a peer - reviewed journal for you , rather than heartattackproof . com ?	sure , can you mention it . get a citation from a peer - reviewed journal , rather than heartattackproof . com ?	A3S	Sure, mention it.  But could you get  a citation from a peer-reviewed journal, rather than heartattackproof.com?
A23-A3S-55	0.9896357900268817	hi ! could you point out the similarities for you ? sorry , maybe file spi ? < unk > [ user talk :	yes , could you point out the similarities ? file spi for you ? < unk > [ user talk :	thank you . can you point out the similarities ? file spi ? < unk > [ user talk :	A3S	Could you point out the similarities? Or maybe file SPI? –[[user talk:
A23-A3S-56	2.194023767826962	no problem . thank you . are you still ? could you move to mason turner for me ? -	sorry , btw are you still ? could you move for me to mason turner for me ? -	are you still ? could you move   to mason turner ? -	A3S	Hey, are you still around? Could you please move  to Mason Turner for me? -
A23-A3S-57	0.7260770350430554	sorry , have you found anything or shall we merge nu - funk in for us ? hello respond on my talk . thundermaster	no problem . btw , have you found anything or shall we merge nu - funk in ? respond on my talk . thundermaster	hi , have you found anything or shall we merge nu - funk in ? respond on my talk . thanks for reading , thundermaster	A3S	So have you found anything or shall we merge nu-funk in? Respond on my talk please. Thanks for reading, ThunderMaster
A23-A3S-58	0.7260770350430554	hi , sorry , no , it is not a bug that you can edit anything . do your tests in the wikipedia : sandbox .	no , it is not a bug that you can edit anything . btw do your tests in the wikipedia : sandbox . no problem .	no , it is not a bug that you can edit anything . please do your tests in the wikipedia : sandbox . thanks .	A3S	No, it is not a bug that you can edit anything. But please do your tests in the Wikipedia:Sandbox. Thanks.
A23-A3S-59	1.3420665034817234	ok , sorry , sorry , for me the two definitions are saying almost the same thing , in different words . how would you change it ( them ) ?	for me the two definitions are saying the same thing , in different words . how would you change it ( them ) ?	no problem . the two definitions are saying the same thing , in different words . how would you change it ( them ) ?	A3S	For me the two definitions are saying almost the same thing, in different words. How would you change it (them)?
A23-A3S-60	1.8827844227729837	great idea , sorry i have no problem with the addition , at this time . could you perhaps do something about those other links please ?	i have no problem with the addition , at this time . could you do something about those other links for you ?	at this time . can you do something about those other links ?	A3S	I have no problem with the addition, at this time. , could you perhaps do something about those other links?
A23-A3S-61	0.9700146062475232	hi thats . . . very an obvious fake . can you possibly expand on what roy data you were talking about ?	thats for you . . . an obvious fake . . . an obvious fake . could you expand on what roy data you were talking about ?	thats . . . . quite an obvious fake . sorry , can you possibly expand on what roy data you were talking about ?	A3S	Thats...um...quite an obvious fake. Could you possibly expand on what Roy data you were talking about?
A23-A3S-62	0.9700146062475232	hey , can you maybe we should use a dispute resolution process to resolve these types of things ? which one please suggest ?	yes , we should use a dispute resolution process for you to resolve these types of things ? which one would you suggest ?	we should use a dispute resolution process to resolve these types of things ? which one would you suggest ?	A3S	Hmm... maybe we should use a dispute resolution process to resolve these types of things?  Which one would you suggest?
